	data_type	type	sampled_tips	lambda	lambda_min	lambda_max	psi	psi_min	psi_max	upsilon	upsilon_min	upsilon_max	phi	phi_min	phi_max	p	p_min	p_max
6.tree	tree	bd		0.605043	0.56965	0.64126	0.352094	0.317808	0.388321	0			0.352094			0.497748	0.497748	0.497748
6.tree	tree	real	984	0.4993911913898427			0.11826638673503083			0.4610821611136436			9.272411434191454			0.4977484874286819		
6.tree	tree	bdct		0.524299	0.483416	0.567192	0.197277	0.162775	0.235417	0.476651	0.402174	0.552291	10.3369	8.28282	12.856	0.497748	0.497748	0.497748
7.tree	tree	real	815	0.12944595299434158			0.06890050128125863			0.5479187925195058			1.2119599058981323			0.4610992158731861		
7.tree	tree	bdct		0.143351	0.129449	0.157654	0.100221	0.086268	0.115478	0.465001	0.368732	0.562179	1.4772	1.13482	1.92051	0.461099	0.461099	0.461099
7.tree	tree	bd		0.16716	0.155477	0.179556	0.144719	0.13293	0.157115	0			0.144719			0.461099	0.461099	0.461099
8.tree	tree	bdct		0.351772	0.333274	0.370839	0.072714	0.0564663	0.0917861	0.272601	0.222553	0.326588	20.1162	15.7258	25.4003	0.143628	0.143628	0.143628
8.tree	tree	bd		0.391216	0.374449	0.408375	0.158791	0.139067	0.179769	0			0.158791			0.143628	0.143628	0.143628
8.tree	tree	real	953	0.34185642881786177			0.06450409417332968			0.201655142214152			18.82186287978724			0.1436280580971656		
9.tree	tree	bdct		0.597467	0.559023	0.637497	0.099592	0.0726333	0.132014	0.137093	0.0910387	0.191867	15.2812	9.5381	23.4738	0.202946	0.202946	0.202946
9.tree	tree	bd		0.608819	0.579733	0.639318	0.152794	0.124926	0.184261	0			0.152794			0.202946	0.202946	0.202946
9.tree	tree	real	654	0.5953967049246581			0.0820004684925884			0.1377925029225467			13.732348648650206			0.2029460587596062		
10.tree	tree	bd		0.153495	0.141581	0.16589	0.153063	0.141183	0.165459	0			0.153063			0.417586	0.417586	0.417586
10.tree	tree	real	718	0.12503125509740987			0.11971182984255468			0.3360301944588567			55.67929562947698			0.4175863436324146		
10.tree	tree	bdct		0.137165	0.123336	0.151468	0.123644	0.11023	0.137948	0.296544	0.232834	0.366615	64.6376	47.5898	85.9379	0.417586	0.417586	0.417586
11.tree	tree	bd		0.503701	0.475227	0.53325	0.11444	0.0958286	0.135418	0			0.11444			0.473583	0.473583	0.473583
11.tree	tree	real	768	0.5054339765615169			0.061874842980798796			0.1281772614529252			12.640451616998527			0.4735825109123588		
11.tree	tree	bdct		0.504487	0.466136	0.544522	0.0726238	0.0547179	0.0945568	0.179627	0.129107	0.237309	13.2073	9.08273	19.053	0.473583	0.473583	0.473583
12.tree	tree	bdct		1.41043	1.31339	1.51137	0.586056	0.486071	0.695664	0.253662	0.19322	0.319258	20.2923	15.0603	27.167	0.292203	0.292203	0.292203
12.tree	tree	real	928	1.3523381694404373			0.49962629612378845			0.2798627459044872			16.69950360902658			0.2922032743415614		
12.tree	tree	bd		1.57397	1.49102	1.65967	0.873548	0.785782	0.965974	0			0.873548			0.292203	0.292203	0.292203
13.tree	tree	bd		0.231598	0.216285	0.247807	0.118191	0.101711	0.135356	0			0.118191			0.267364	0.267364	0.267364
13.tree	tree	real	565	0.1918942697143012			0.05333042940503585			0.272537533322863			12.338115572804172			0.2673641104959947		
13.tree	tree	bdct		0.20274	0.185403	0.220856	0.0648001	0.0488501	0.0829187	0.331063	0.25735	0.41076	11.73	8.59373	15.8622	0.267364	0.267364	0.267364
14.tree	tree	bdct		0.167896	0.152249	0.184105	0.116881	0.102395	0.132138	0.47866	0.407609	0.550446	18.7056	14.88	23.363	0.58204	0.58204	0.58204
14.tree	tree	bd		0.189128	0.1759	0.203431	0.170751	0.157489	0.185053	0			0.170751			0.58204	0.58204	0.58204
14.tree	tree	real	911	0.1605295575271608			0.09656893960378056			0.5145237718661824			17.961905312644465			0.5820401759768412		
15.tree	tree	bdct		3.59204	3.3904	3.7992	0.735381	0.566129	0.934552	0.0607255	0.026568	0.104754	35.4983	16.999	79.3568	0.213056	0.213056	0.213056
15.tree	tree	bd		3.6117	3.45391	3.77324	0.889998	0.745883	1.05007	0			0.889998			0.213056	0.213056	0.213056
15.tree	tree	real	803	3.531645356994205			0.8511987005287912			0.0687017329073928			28.170695376121472			0.213055953862031		
16.tree	tree	bdct		0.512463	0.481496	0.544872	0.0644208	0.0475746	0.0844466	0.165968	0.123828	0.214023	17.5705	12.5186	24.273	0.234204	0.234204	0.234204
16.tree	tree	real	864	0.5104334433782016			0.05512819348277215			0.1247402058323649			15.794995507972443			0.2342044668904229		
16.tree	tree	bd		0.50887	0.487047	0.531746	0.115488	0.0967045	0.136466	0			0.115488			0.234204	0.234204	0.234204
17.tree	tree	real	857	0.8546038386071181			0.1233753373783627			0.1659058692793123			51.442039969261955			0.5839104619302057		
17.tree	tree	bd		0.869936	0.819871	0.92139	0.234555	0.200799	0.271739	0			0.234555			0.58391	0.58391	0.58391
17.tree	tree	bdct		0.855346	0.790269	0.922999	0.154591	0.121593	0.193685	0.212462	0.162666	0.267066	58.0518	41.4132	79.7528	0.58391	0.58391	0.58391
18.tree	tree	bdct		0.74742	0.689106	0.808409	0.12386	0.095065	0.159142	0.173049	0.125055	0.227964	41.0436	27.5477	60.1155	0.56974	0.56974	0.56974
18.tree	tree	bd		0.755336	0.7104	0.802031	0.183073	0.153913	0.215492	0			0.183073			0.56974	0.56974	0.56974
18.tree	tree	real	769	0.7580418839021584			0.11145727382929554			0.1345560564832879			47.195953472160326			0.5697398381024557		
19.tree	tree	bdct		0.438457	0.3983	0.481353	0.174892	0.144325	0.209218	0.663805	0.58407	0.739974	20.7125	17.1799	24.8185	0.596151	0.596151	0.596151
19.tree	tree	bd		0.526462	0.491055	0.563636	0.331137	0.298897	0.365458	0			0.331137			0.596151	0.596151	0.596151
19.tree	tree	real	837	0.40315949548860663			0.06381852214209267			0.6576091603000799			17.371639163351592			0.5961510056704202		
20.tree	tree	real	930	1.179733067559404			0.1301804176038873			0.32259232028042			14.540722441866768			0.384815336291761		
20.tree	tree	bd		1.2673	1.20361	1.33302	0.443571	0.387385	0.504579	0			0.443571			0.384815	0.384815	0.384815
20.tree	tree	bdct		1.19483	1.11322	1.27961	0.230894	0.179707	0.290962	0.317555	0.254293	0.384867	18.2002	14.0425	23.6258	0.384815	0.384815	0.384815
21.tree	tree	real	538	0.5651894236400936			0.07489159027811268			0.4098274590272154			32.548661298100015			0.1763689201330984		
21.tree	tree	bd		0.754837	0.705513	0.807249	0.444071	0.386091	0.505079	0			0.444071			0.176369	0.176369	0.176369
21.tree	tree	bdct		0.575024	0.528497	0.624587	0.178931	0.133058	0.23328	0.475939	0.389489	0.564988	32.4421	24.7486	42.0043	0.176369	0.176369	0.176369
22.tree	tree	real	657	0.29081692631507444			0.050227429651405385			0.5690333321435582			23.05096157316016			0.195454949651241		
22.tree	tree	bdct		0.331415	0.304311	0.360016	0.0924127	0.0709878	0.117206	0.603483	0.520976	0.6848	22.2339	18.1379	27.0244	0.195455	0.195455	0.195455
22.tree	tree	bd		0.460287	0.433376	0.488884	0.258054	0.22793	0.29047	0			0.258054			0.195455	0.195455	0.195455
23.tree	tree	bdct		0.496551	0.457836	0.536585	0.10827	0.0789383	0.143552	0.240018	0.170638	0.317204	8.5259	5.77446	12.537	0.276534	0.276534	0.276534
23.tree	tree	real	584	0.4899910274245373			0.06614748809370934			0.2049289654879751			6.336601433091171			0.2765340207402434		
23.tree	tree	bd		0.528009	0.497644	0.559463	0.190739	0.15961	0.225065	0			0.190739			0.276534	0.276534	0.276534
24.tree	tree	real	647	0.1555989035475278			0.07946104595868887			0.2110870203337718			15.753451491906105			0.4322504980156023		
24.tree	tree	bd		0.16695	0.154633	0.179345	0.111305	0.0992406	0.124655	0			0.111305			0.43225	0.43225	0.43225
24.tree	tree	bdct		0.152848	0.138613	0.168105	0.0836788	0.0701143	0.0989363	0.241649	0.180293	0.310522	20.1644	14.0393	28.8691	0.43225	0.43225	0.43225
25.tree	tree	real	545	0.7390348693946764			0.16082844952643238			0.0629259112957287			22.74248845003799			0.5653110131180193		
25.tree	tree	bd		0.726441	0.675434	0.779808	0.170733	0.138245	0.20792	0			0.170733			0.565311	0.565311	0.565311
25.tree	tree	bdct		0.727333	0.661367	0.7969	0.142056	0.105139	0.186873	0.0810783	0.0354723	0.142998	14.9369	6.32213	35.9655	0.565311	0.565311	0.565311
26.tree	tree	bdct		0.361645	0.335582	0.389291	0.106136	0.08478	0.129975	0.383525	0.319854	0.45035	21.7337	17.172	27.1612	0.380662	0.380662	0.380662
26.tree	tree	bd		0.405856	0.383715	0.428735	0.199367	0.176895	0.223204	0			0.199367			0.380662	0.380662	0.380662
26.tree	tree	real	884	0.35267082691472285			0.07873923757972953			0.3129198074464255			23.393193238873234			0.3806617744617303		
27.tree	tree	real	630	0.9450491913199306			0.10156931692466482			0.0887928458042786			33.16508522908774			0.2742756374908442		
27.tree	tree	bdct		0.969364	0.90033	1.04273	0.103176	0.0728423	0.142272	0.107146	0.0669664	0.156846	29.8437	17.7784	49.5456	0.274276	0.274276	0.274276
27.tree	tree	bd		0.9505	0.900428	1.0029	0.155582	0.122975	0.193723	0			0.155582			0.274276	0.274276	0.274276
28.tree	tree	real	844	0.5447490268885549			0.14641850387755573			0.1786480444654692			4.9684213533724355			0.4989695227516343		
28.tree	tree	bdct		0.533168	0.492632	0.576061	0.1853	0.150744	0.22344	0.167442	0.107922	0.236551	7.35153	4.56457	12.2344	0.49897	0.49897	0.49897
28.tree	tree	bd		0.554296	0.521876	0.588609	0.239647	0.210749	0.271111	0			0.239647			0.49897	0.49897	0.49897
29.tree	tree	bd		0.287373	0.270594	0.304534	0.127657	0.108856	0.147681	0			0.127657			0.223349	0.223349	0.223349
29.tree	tree	bdct		0.264894	0.245308	0.284916	0.0854451	0.066313	0.107378	0.197688	0.143633	0.260368	35.3688	24.1696	50.6675	0.223349	0.223349	0.223349
29.tree	tree	real	598	0.2557776143501743			0.07810275875567486			0.1715948617952023			35.19109611933632			0.2233493095846735		
30.tree	tree	bd		0.555092	0.519921	0.592265	0.271337	0.231209	0.315194	0			0.271337			0.210809	0.210809	0.210809
30.tree	tree	bdct		0.476927	0.438816	0.516963	0.118185	0.0852264	0.158234	0.377742	0.301014	0.459171	40.877	31.0509	52.8072	0.210809	0.210809	0.210809
30.tree	tree	real	513	0.46411511534929967			0.0909583590444932			0.3021901846806381			38.06724503884345			0.2108089289814738		
31.tree	tree	bd		0.581747	0.539779	0.625591	0.262892	0.228621	0.300076	0			0.262892			0.696249	0.696249	0.696249
31.tree	tree	real	699	0.5233742932627305			0.06103660540277897			0.4915714257587833			26.6499915170656			0.6962486898197504		
31.tree	tree	bdct		0.515199	0.464984	0.568577	0.142322	0.110856	0.178557	0.542577	0.459389	0.626557	29.2168	23.3359	36.2507	0.696249	0.696249	0.696249
32.tree	tree	bdct		0.455014	0.417771	0.494097	0.0709235	0.0523501	0.0938101	0.265941	0.200495	0.338343	9.58812	6.6846	13.8237	0.530033	0.530033	0.530033
32.tree	tree	bd		0.462727	0.434771	0.492278	0.127886	0.107069	0.150771	0			0.127886			0.530033	0.530033	0.530033
32.tree	tree	real	725	0.45421295759709107			0.04947412437495863			0.2130053151839542			8.516267038062182			0.5300334431990478		
33.tree	tree	bdct		3.39608	3.15487	3.65459	1.13308	0.887651	1.41791	0.545262	0.466455	0.624308	164.372	133.482	200.834	0.078264	0.078264	0.078264
33.tree	tree	real	710	2.962552687326259			0.37828307546563766			0.5213051850413195			153.66484938850238			0.0782640284221847		
33.tree	tree	bd		5.55327	5.22997	5.89374	3.79895	3.42991	4.18467	0			3.79895			0.078264	0.078264	0.078264
34.tree	tree	real	722	0.10642805343166056			0.06292985538495308			0.1095427265133142			7.057873833841127			0.5253343598946814		
34.tree	tree	bd		0.119512	0.111179	0.129047	0.0771774	0.0688455	0.0857598	0			0.0771774			0.525334	0.525334	0.525334
34.tree	tree	bdct		0.11521	0.104503	0.126653	0.0666844	0.0569344	0.0781277	0.129033	0.0821583	0.18602	7.91828	4.44481	13.9187	0.525334	0.525334	0.525334
35.tree	tree	real	645	0.13632730974913165			0.06453656085017682			0.682782075922792			13.769482488455244			0.1008096800632682		
35.tree	tree	bdct		0.156699	0.142711	0.171956	0.0995278	0.0833631	0.116692	0.613912	0.52818	0.698368	13.928	11.3057	16.9743	0.10081	0.10081	0.10081
35.tree	tree	bd		0.25171	0.234082	0.269825	0.212584	0.194401	0.231654	0			0.212584			0.10081	0.10081	0.10081
36.tree	tree	bd		0.300573	0.279509	0.323454	0.1983	0.17595	0.222138	0			0.1983			0.352558	0.352558	0.352558
36.tree	tree	real	613	0.23119896620436164			0.06369150949122417			0.5115579986356702			21.563875917007053			0.3525578598175916		
36.tree	tree	bdct		0.23767	0.215482	0.261506	0.0974388	0.0770963	0.120325	0.578545	0.492102	0.664153	18.9926	15.0938	23.6658	0.352558	0.352558	0.352558
37.tree	tree	real	592	0.4044204110504541			0.14296245653961195			0.3319723908432133			39.01839720440534			0.2082299157298943		
37.tree	tree	bd		0.507994	0.474326	0.543262	0.318631	0.280788	0.358673	0			0.318631			0.20823	0.20823	0.20823
37.tree	tree	bdct		0.417728	0.383543	0.453953	0.173022	0.137408	0.21307	0.37455	0.300664	0.452731	40.8138	31.4451	52.1293	0.20823	0.20823	0.20823
38.tree	tree	real	557	0.9676066970923847			0.6610019252985385			0.6274697630981214			168.85181417312043			0.3898328326037435		
38.tree	tree	bd		1.24223	1.13859	1.35177	1.19638	1.0919	1.30687	0			1.19638			0.389833	0.389833	0.389833
38.tree	tree	bdct		1.01288	0.900226	1.13387	0.810215	0.701161	0.928375	0.508855	0.418414	0.601904	172.043	131.012	223.3	0.389833	0.389833	0.389833
39.tree	tree	bdct		0.499079	0.455303	0.544833	0.136614	0.106948	0.170941	0.477066	0.39507	0.559796	13.4381	10.4963	17.2713	0.5054	0.5054	0.5054
39.tree	tree	real	751	0.4755666073925821			0.06667910679671998			0.4136401802503955			12.55520331014665			0.5053995398847511		
39.tree	tree	bd		0.566504	0.530608	0.603676	0.266079	0.233462	0.301356	0			0.266079			0.5054	0.5054	0.5054
40.tree	tree	bdct		0.376542	0.338401	0.416582	0.119686	0.087233	0.157829	0.239117	0.132636	0.363949	2.44771	1.46628	4.52828	0.484274	0.484274	0.484274
40.tree	tree	bd		0.395294	0.36603	0.425799	0.172334	0.144894	0.202846	0			0.172334			0.484274	0.484274	0.484274
40.tree	tree	real	505	0.3632892523895087			0.04850008925772792			0.5363264747702468			1.1129143428127832			0.4842735229520954		
41.tree	tree	bd		0.353406	0.329315	0.379146	0.226481	0.203581	0.250318	0			0.226481			0.697388	0.697388	0.697388
41.tree	tree	bdct		0.334833	0.305492	0.366294	0.176111	0.150802	0.203763	0.259828	0.200961	0.324159	22.7921	16.5525	30.6604	0.697388	0.697388	0.697388
41.tree	tree	real	885	0.32207918322179835			0.1389216115809874			0.2735022433082976			21.02962057974611			0.69738834913555		
42.tree	tree	bd		0.900106	0.834253	0.968709	0.650149	0.584853	0.719722	0			0.650149			0.489005	0.489005	0.489005
42.tree	tree	bdct		0.733865	0.661581	0.811056	0.337001	0.275969	0.404689	0.682016	0.596098	0.763375	66.1128	53.9711	80.3863	0.489005	0.489005	0.489005
42.tree	tree	real	675	0.6644651341861763			0.13200093469832505			0.6896630925678633			60.04169210560642			0.4890053401351609		
43.tree	tree	bdct		1.00753	0.911199	1.10947	0.424073	0.3307	0.529886	0.456055	0.366982	0.547952	39.6922	30.3145	51.236	0.252941	0.252941	0.252941
43.tree	tree	real	524	0.9263027002005284			0.3016762443384143			0.4153833203905161			34.75531292847558			0.2529411997318846		
43.tree	tree	bd		1.27691	1.18596	1.37311	0.814988	0.717214	0.918854	0			0.814988			0.252941	0.252941	0.252941
44.tree	tree	bd		6.84871	6.38562	7.33365	4.61571	4.1245	5.13402	0			4.61571			0.339451	0.339451	0.339451
44.tree	tree	real	660	4.880992467822281			0.6656172554119377			0.6204118891474799			164.28226849036423			0.3394509443472268		
44.tree	tree	bdct		5.1585	4.68065	5.66609	2.01433	1.59456	2.4883	0.681183	0.591379	0.766491	199.257	162.906	241.455	0.339451	0.339451	0.339451
45.tree	tree	bd		0.602988	0.574182	0.633487	0.240747	0.207032	0.276978	0			0.240747			0.188411	0.188411	0.188411
45.tree	tree	bdct		0.558408	0.524659	0.593675	0.143602	0.111293	0.18079	0.204267	0.154796	0.25944	48.783	34.8733	67.8174	0.188411	0.188411	0.188411
45.tree	tree	real	757	0.551942715140458			0.14459680342993414			0.1634963555288154			50.83818531838937			0.1884110273377117		
46.tree	tree	bd		0.620557	0.58849	0.653915	0.0820145	0.0674572	0.0991792	0			0.0820145			0.471027	0.471027	0.471027
46.tree	tree	bdct		0.627127	0.584937	0.670969	0.0666656	0.0507622	0.0857378	0.0659314	0.0370869	0.102418	19.5057	10.5653	34.9502	0.471027	0.471027	0.471027
46.tree	tree	real	904	0.615721373316433			0.07045182374567048			0.0477190885823184			19.456805079623297			0.4710272317668621		
47.tree	tree	real	927	0.6448444350968333			0.0703542934223755			0.3030257946322969			9.121317274160349			0.0733760252585761		
47.tree	tree	bd		0.851762	0.813544	0.892735	0.436741	0.38738	0.48917	0			0.436741			0.073376	0.073376	0.073376
47.tree	tree	bdct		0.683903	0.650558	0.718212	0.162078	0.124325	0.206893	0.325508	0.267019	0.387425	11.8756	9.32513	15.1426	0.073376	0.073376	0.073376
48.tree	tree	bd		1.89412	1.76841	2.02548	0.929877	0.794718	1.07565	0			0.929877			0.302349	0.302349	0.302349
48.tree	tree	bdct		1.74408	1.58663	1.91068	0.648956	0.484436	0.839567	0.224651	0.124612	0.338985	9.80226	6.16567	16.7703	0.302349	0.302349	0.302349
48.tree	tree	real	532	1.5490933878720703			0.28779719940107196			0.5263168611421544			3.6480630497479294			0.3023491398101878		
49.tree	tree	bd		0.280804	0.261677	0.300826	0.235887	0.215702	0.256863	0			0.235887			0.432879	0.432879	0.432879
49.tree	tree	bdct		0.223566	0.202701	0.245496	0.134508	0.115212	0.155486	0.649272	0.57065	0.725309	32.1433	26.5482	38.6231	0.432879	0.432879	0.432879
49.tree	tree	real	808	0.2144718299841724			0.08824242275054829			0.6648426320801538			30.87891298257811			0.4328789997654355		
50.tree	tree	bdct		0.518944	0.473421	0.566603	0.132625	0.0945775	0.179349	0.427444	0.331437	0.526971	5.59235	4.16858	7.4466	0.23218	0.23218	0.23218
50.tree	tree	bd		0.617561	0.576618	0.66045	0.301976	0.258476	0.348692	0			0.301976			0.23218	0.23218	0.23218
50.tree	tree	real	505	0.4909069957869419			0.05755687130080371			0.4210369521786475			4.800302838713294			0.232180018322735		
51.tree	tree	real	540	0.3254512312974094			0.08883305849216083			0.5648996535478574			0.9906039723389783			0.3439939484371598		
51.tree	tree	bd		0.38937	0.361304	0.418923	0.228742	0.198495	0.26116	0			0.228742			0.343994	0.343994	0.343994
51.tree	tree	bdct		0.357071	0.322298	0.394251	0.166065	0.128022	0.208973	0.237468	0.131721	0.357358	2.03108	1.26683	3.52213	0.343994	0.343994	0.343994
52.tree	tree	bdct		2.20353	2.00457	2.41478	0.778026	0.64144	0.931449	0.676363	0.596441	0.752848	118.152	98.2541	141.448	0.747368	0.747368	0.747368
52.tree	tree	bd		2.54543	2.3746	2.72331	1.40872	1.26437	1.56299	0			1.40872			0.747368	0.747368	0.747368
52.tree	tree	real	894	2.036097261526049			0.24069739931999737			0.6498661034688689			112.65337228357558			0.747367554743992		
53.tree	tree	real	574	0.41182678044549254			0.08019776356659244			0.3991048829245115			13.567984407292485			0.3978052384448963		
53.tree	tree	bdct		0.445152	0.403513	0.489002	0.152278	0.116823	0.19328	0.424234	0.337233	0.514198	13.2666	9.92993	17.6893	0.397805	0.397805	0.397805
53.tree	tree	bd		0.512097	0.47616	0.550224	0.280375	0.243817	0.319465	0			0.280375			0.397805	0.397805	0.397805
54.tree	tree	bd		0.159185	0.147445	0.171581	0.111093	0.0999115	0.123489	0			0.111093			0.655005	0.655005	0.655005
54.tree	tree	real	768	0.1478400156572179			0.08727830624783016			0.1477964422052514			29.975592831226525			0.6550053374405593		
54.tree	tree	bdct		0.152577	0.138367	0.167834	0.0941348	0.0810377	0.108439	0.165902	0.118594	0.221292	30.7452	20.7004	44.5242	0.655005	0.655005	0.655005
55.tree	tree	bd		3.49228	3.25958	3.73651	2.28942	2.03857	2.55489	0			2.28942			0.281693	0.281693	0.281693
55.tree	tree	real	621	2.5340945466353624			0.3036117633102544			0.6702135394956903			134.3358684410918			0.2816925555579785		
55.tree	tree	bdct		2.56591	2.33171	2.81323	0.919462	0.717652	1.14909	0.6805	0.591451	0.764743	150.298	122.406	183.123	0.281693	0.281693	0.281693
56.tree	tree	real	718	0.30037644868316804			0.17725044173430216			0.6508531623386031			56.194501693342175			0.1021467321582291		
56.tree	tree	bd		0.555627	0.51988	0.5928	0.474591	0.435742	0.514626	0			0.474591			0.102147	0.102147	0.102147
56.tree	tree	bdct		0.336665	0.307818	0.367172	0.209685	0.177078	0.244963	0.602039	0.522081	0.680543	55.435	45.6239	66.7642	0.102147	0.102147	0.102147
57.tree	tree	real	904	2.0606355777520955			0.29767977213078695			0.274598224585098			133.96849567164108			0.3160400458460627		
57.tree	tree	bd		2.18599	2.07823	2.29732	0.886982	0.7771	1.00418	0			0.886982			0.31604	0.31604	0.31604
57.tree	tree	bdct		1.98356	1.85481	2.11681	0.443183	0.349047	0.552807	0.330334	0.273558	0.390499	156.182	124.191	194.756	0.31604	0.31604	0.31604
58.tree	tree	bd		0.22984	0.219113	0.241281	0.135091	0.121472	0.149394	0			0.135091			0.0831338	0.0831338	0.0831338
58.tree	tree	real	992	0.18266455201969226			0.05865757724962419			0.2381307191612027			19.481710870893387			0.08313379759055		
58.tree	tree	bdct		0.188037	0.177808	0.198525	0.0709032	0.0583425	0.0852073	0.265323	0.217129	0.317697	20.4982	16.1414	25.6492	0.0831338	0.0831338	0.0831338
59.tree	tree	bdct		0.687784	0.62541	0.754495	0.309932	0.259851	0.365228	0.63036	0.555258	0.703277	87.3272	72.4739	104.457	0.663728	0.663728	0.663728
59.tree	tree	bd		0.787233	0.732719	0.844409	0.548625	0.497285	0.602955	0			0.548625			0.663728	0.663728	0.663728
59.tree	tree	real	859	0.6014651983024013			0.17283450320894891			0.6075011561896415			86.30017457966372			0.6637278314789389		
60.tree	tree	real	834	0.6819724280537053			0.07310050623477214			0.3331912939016887			23.134185122843725			0.2241791578738481		
60.tree	tree	bd		0.770821	0.733232	0.809892	0.325573	0.285002	0.369428	0			0.325573			0.224179	0.224179	0.224179
60.tree	tree	bdct		0.674347	0.630948	0.71914	0.142123	0.109598	0.181218	0.372086	0.308134	0.439538	25.6449	20.2489	32.324	0.224179	0.224179	0.224179
61.tree	tree	bd		0.360241	0.339893	0.381214	0.171819	0.153136	0.191843	0			0.171819			0.466621	0.466621	0.466621
61.tree	tree	bdct		0.316317	0.292299	0.341105	0.0976814	0.0795536	0.117707	0.418532	0.354771	0.484401	27.369	22.199	33.5358	0.466621	0.466621	0.466621
61.tree	tree	real	957	0.3281364985963289			0.05970249729493082			0.3761136753885498			27.935565910907567			0.466621338925674		
62.tree	tree	bdct		0.160091	0.145176	0.176301	0.068196	0.0545468	0.0834537	0.437389	0.35965	0.518704	27.7669	21.5431	35.4387	0.414384	0.414384	0.414384
62.tree	tree	bd		0.18904	0.175818	0.203342	0.116586	0.103041	0.13089	0			0.116586			0.414384	0.414384	0.414384
62.tree	tree	real	629	0.15043829688297683			0.04798940309359042			0.4494421338227009			23.361971008347055			0.4143840123496785		
63.tree	tree	bdct		0.486829	0.446976	0.527817	0.154553	0.116764	0.199368	0.253266	0.181046	0.333481	10.1297	6.96259	14.3932	0.247203	0.247203	0.247203
63.tree	tree	real	532	0.4795175052691416			0.1111149373625416			0.2064369521928072			9.258693556342575			0.247203341755786		
63.tree	tree	bd		0.532874	0.499113	0.568142	0.256537	0.218606	0.297535	0			0.256537			0.247203	0.247203	0.247203
64.tree	tree	bd		0.319548	0.300883	0.339569	0.211272	0.189095	0.235108	0			0.211272			0.146647	0.146647	0.146647
64.tree	tree	bdct		0.257078	0.238573	0.2771	0.115742	0.0933317	0.140535	0.353035	0.282704	0.427588	6.04477	4.62605	7.84406	0.146647	0.146647	0.146647
64.tree	tree	real	720	0.24156144288540388			0.08457186516360042			0.3870929984919876			5.534370950851672			0.1466474467868597		
65.tree	tree	real	645	2.40229624489337			0.2559994877975601			0.6071109722214432			120.00591753115013			0.4518795376391828		
65.tree	tree	bdct		2.57337	2.32655	2.834	0.686182	0.528269	0.871068	0.643537	0.554925	0.729172	130.48	105.969	159.809	0.45188	0.45188	0.45188
65.tree	tree	bd		3.16519	2.95584	3.38289	1.53109	1.3346	1.74248	0			1.53109			0.45188	0.45188	0.45188
66.tree	tree	bdct		0.675722	0.624986	0.729092	0.134387	0.104166	0.170622	0.341735	0.276325	0.411162	17.2302	13.4939	21.7787	0.437747	0.437747	0.437747
66.tree	tree	real	835	0.6666321081337511			0.07240170389782884			0.3360524327404343			15.39647167521513			0.4377472544168694		
